2024-06-23 23:06:101 INFO  LoginPage :56 - Enter User Name: Admin
2024-06-24 22:06:147 INFO  ViewSystemUsersPage :171 - Enter Nita12 to User Name field : [[ChromeDriver: chrome on windows (cfa8c4057c544cbd1658e5d99bfcb743)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-06-24 22:06:163 INFO  ViewSystemUsersPage :175 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (cfa8c4057c544cbd1658e5d99bfcb743)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-06-24 22:06:243 INFO  ViewSystemUsersPage :180 - Clicking on Admin option in UserRole drop-down : [[ChromeDriver: chrome on windows (cfa8c4057c544cbd1658e5d99bfcb743)] -> xpath: //span[contains(text(),'Admin')]]
2024-06-24 22:06:468 INFO  ViewSystemUsersPage :191 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (cfa8c4057c544cbd1658e5d99bfcb743)] -> xpath: (//i)[13]]
2024-06-24 22:06:632 INFO  ViewSystemUsersPage :196 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (cfa8c4057c544cbd1658e5d99bfcb743)] -> xpath: //span[normalize-space()='Disabled']]
2024-06-24 22:06:721 INFO  ViewSystemUsersPage :206 - Clicking on Search button : [[ChromeDriver: chrome on windows (cfa8c4057c544cbd1658e5d99bfcb743)] -> xpath: //button[normalize-space()='Search']]
2024-06-24 22:06:74 INFO  ViewSystemUsersPage :215 - Getting UserName from record : Proxy element for: DefaultElementLocator 'By.xpath: (//div[@data-v-6c07a142])[1]'
2024-06-24 22:06:100 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-24 22:06:468 INFO  LoginPage :51 - Enter Password: admin123
2024-06-24 22:06:598 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (4901a949d8e13e0d24f9cfb53a7861cf)] -> xpath: //button[@type='submit']]
2024-06-24 22:06:844 INFO  HomePage :37 - Clicking on Admin link : [[ChromeDriver: chrome on windows (4901a949d8e13e0d24f9cfb53a7861cf)] -> xpath: //li[1]//a[1]//span[1]]
2024-06-24 22:06:76 INFO  ViewSystemUsersPage :112 - Verifying System User Text: [[ChromeDriver: chrome on windows (4901a949d8e13e0d24f9cfb53a7861cf)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-06-24 22:06:177 INFO  ViewSystemUsersPage :171 - Enter Admin to User Name field : [[ChromeDriver: chrome on windows (4901a949d8e13e0d24f9cfb53a7861cf)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-06-24 22:06:192 INFO  ViewSystemUsersPage :175 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (4901a949d8e13e0d24f9cfb53a7861cf)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-06-24 22:06:241 INFO  ViewSystemUsersPage :185 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (4901a949d8e13e0d24f9cfb53a7861cf)] -> xpath: //span[contains(text(),'ESS')]]
2024-06-24 22:06:479 INFO  ViewSystemUsersPage :191 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (4901a949d8e13e0d24f9cfb53a7861cf)] -> xpath: (//i)[13]]
2024-06-24 22:06:642 INFO  ViewSystemUsersPage :196 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (4901a949d8e13e0d24f9cfb53a7861cf)] -> xpath: //span[normalize-space()='Disabled']]
2024-06-24 22:06:728 INFO  ViewSystemUsersPage :206 - Clicking on Search button : [[ChromeDriver: chrome on windows (4901a949d8e13e0d24f9cfb53a7861cf)] -> xpath: //button[normalize-space()='Search']]
2024-06-24 22:06:779 INFO  ViewSystemUsersPage :211 - Clicking on Reset button : [[ChromeDriver: chrome on windows (4901a949d8e13e0d24f9cfb53a7861cf)] -> xpath: //button[normalize-space()='Reset']]
2024-06-24 22:06:966 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-24 22:06:340 INFO  LoginPage :51 - Enter Password: admin123
2024-06-24 22:06:460 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (b34833cc5d47b159efa548a336bcb7b4)] -> xpath: //button[@type='submit']]
2024-06-24 22:06:501 INFO  HomePage :37 - Clicking on Admin link : [[ChromeDriver: chrome on windows (b34833cc5d47b159efa548a336bcb7b4)] -> xpath: //li[1]//a[1]//span[1]]
2024-06-24 22:06:734 INFO  ViewSystemUsersPage :112 - Verifying System User Text: [[ChromeDriver: chrome on windows (b34833cc5d47b159efa548a336bcb7b4)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-06-24 22:06:859 INFO  ViewSystemUsersPage :171 - Enter Nina.Patel to User Name field : [[ChromeDriver: chrome on windows (b34833cc5d47b159efa548a336bcb7b4)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-06-24 22:06:873 INFO  ViewSystemUsersPage :175 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (b34833cc5d47b159efa548a336bcb7b4)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-06-24 22:06:963 INFO  ViewSystemUsersPage :185 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (b34833cc5d47b159efa548a336bcb7b4)] -> xpath: //span[contains(text(),'ESS')]]
2024-06-24 22:06:181 INFO  ViewSystemUsersPage :191 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (b34833cc5d47b159efa548a336bcb7b4)] -> xpath: (//i)[13]]
2024-06-24 22:06:349 INFO  ViewSystemUsersPage :196 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (b34833cc5d47b159efa548a336bcb7b4)] -> xpath: //span[normalize-space()='Disabled']]
2024-06-24 22:06:428 INFO  ViewSystemUsersPage :206 - Clicking on Search button : [[ChromeDriver: chrome on windows (b34833cc5d47b159efa548a336bcb7b4)] -> xpath: //button[normalize-space()='Search']]
2024-06-24 22:06:481 INFO  ViewSystemUsersPage :211 - Clicking on Reset button : [[ChromeDriver: chrome on windows (b34833cc5d47b159efa548a336bcb7b4)] -> xpath: //button[normalize-space()='Reset']]
2024-06-24 22:06:747 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-24 22:06:132 INFO  LoginPage :51 - Enter Password: admin123
2024-06-24 22:06:253 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (0e4acdc06cb6cc54044b4ac9ea51571e)] -> xpath: //button[@type='submit']]
2024-06-24 22:06:743 INFO  HomePage :37 - Clicking on Admin link : [[ChromeDriver: chrome on windows (0e4acdc06cb6cc54044b4ac9ea51571e)] -> xpath: //li[1]//a[1]//span[1]]
2024-06-24 22:06:988 INFO  ViewSystemUsersPage :112 - Verifying System User Text: [[ChromeDriver: chrome on windows (0e4acdc06cb6cc54044b4ac9ea51571e)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-06-24 22:06:119 INFO  ViewSystemUsersPage :171 - Enter Cassidy.Hope to User Name field : [[ChromeDriver: chrome on windows (0e4acdc06cb6cc54044b4ac9ea51571e)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-06-24 22:06:132 INFO  ViewSystemUsersPage :175 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (0e4acdc06cb6cc54044b4ac9ea51571e)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-06-24 22:06:178 INFO  ViewSystemUsersPage :185 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (0e4acdc06cb6cc54044b4ac9ea51571e)] -> xpath: //span[contains(text(),'ESS')]]
2024-06-24 22:06:429 INFO  ViewSystemUsersPage :191 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (0e4acdc06cb6cc54044b4ac9ea51571e)] -> xpath: (//i)[13]]
2024-06-24 22:06:579 INFO  ViewSystemUsersPage :196 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (0e4acdc06cb6cc54044b4ac9ea51571e)] -> xpath: //span[normalize-space()='Disabled']]
2024-06-24 22:06:664 INFO  ViewSystemUsersPage :206 - Clicking on Search button : [[ChromeDriver: chrome on windows (0e4acdc06cb6cc54044b4ac9ea51571e)] -> xpath: //button[normalize-space()='Search']]
2024-06-24 22:06:714 INFO  ViewSystemUsersPage :211 - Clicking on Reset button : [[ChromeDriver: chrome on windows (0e4acdc06cb6cc54044b4ac9ea51571e)] -> xpath: //button[normalize-space()='Reset']]
2024-06-24 22:06:838 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-24 22:06:204 INFO  LoginPage :51 - Enter Password: admin123
2024-06-24 22:06:337 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (db268dedce28b3c826e399a91d2acf87)] -> xpath: //button[@type='submit']]
2024-06-24 22:06:454 INFO  HomePage :37 - Clicking on Admin link : [[ChromeDriver: chrome on windows (db268dedce28b3c826e399a91d2acf87)] -> xpath: //li[1]//a[1]//span[1]]
2024-06-24 22:06:726 INFO  ViewSystemUsersPage :112 - Verifying System User Text: [[ChromeDriver: chrome on windows (db268dedce28b3c826e399a91d2acf87)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-06-24 22:06:860 INFO  ViewSystemUsersPage :171 - Enter Odis.Adalwin to User Name field : [[ChromeDriver: chrome on windows (db268dedce28b3c826e399a91d2acf87)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-06-24 22:06:874 INFO  ViewSystemUsersPage :175 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (db268dedce28b3c826e399a91d2acf87)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-06-24 22:06:936 INFO  ViewSystemUsersPage :185 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (db268dedce28b3c826e399a91d2acf87)] -> xpath: //span[contains(text(),'ESS')]]
2024-06-24 22:06:160 INFO  ViewSystemUsersPage :191 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (db268dedce28b3c826e399a91d2acf87)] -> xpath: (//i)[13]]
2024-06-24 22:06:310 INFO  ViewSystemUsersPage :196 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (db268dedce28b3c826e399a91d2acf87)] -> xpath: //span[normalize-space()='Disabled']]
2024-06-24 22:06:387 INFO  ViewSystemUsersPage :206 - Clicking on Search button : [[ChromeDriver: chrome on windows (db268dedce28b3c826e399a91d2acf87)] -> xpath: //button[normalize-space()='Search']]
2024-06-24 22:06:439 INFO  ViewSystemUsersPage :211 - Clicking on Reset button : [[ChromeDriver: chrome on windows (db268dedce28b3c826e399a91d2acf87)] -> xpath: //button[normalize-space()='Reset']]
